ID,strain,plate,time,well,wavelength,od,fold,rate
PM2A_A1,4BL,PM2A,20,A1,450,0.529,1.0018939393939394,0.0014137643708362641
PM2A_A2,4BL,PM2A,20,A2,450,0.528,0.9565217391304347,-0.011134463607725416
PM2A_A3,4BL,PM2A,20,A3,450,0.411,0.9951573849878934,0.0006075337133229727
PM2A_A4,4BL,PM2A,20,A4,450,0.588,1.0888888888888888,-0.004721170347631831
PM2A_A5,4BL,PM2A,20,A5,450,0.399,0.9827586206896551,0.0006257825545296187
PM2A_A6,4BL,PM2A,20,A6,450,0.763,0.9248484848484849,-0.08828096755341375
PM2A_A7,4BL,PM2A,20,A7,450,0.427,0.9573991031390134,-0.0017626394991666998
PM2A_A8,4BL,PM2A,20,A8,450,0.363,0.981081081081081,-0.00416676312130294
PM2A_A9,4BL,PM2A,20,A9,450,0.701,0.870807453416149,-0.0017895566750426191
PM2A_A10,4BL,PM2A,20,A10,450,0.551,1.0036429872495447,-0.002278958352002373
PM2A_A11,4BL,PM2A,20,A11,450,0.326,0.978978978978979,-0.0023112645360127905
PM2A_A12,4BL,PM2A,20,A12,450,0.266,0.9743589743589743,-0.0009416206988692233
PM2A_B1,4BL,PM2A,20,B1,450,0.682,1.0029411764705882,0.0010972951046907967
PM2A_B2,4BL,PM2A,20,B2,450,0.462,0.9871794871794871,0.001079915286129095
PM2A_B3,4BL,PM2A,20,B3,450,0.593,1.0,0.0016806785987191844
PM2A_B4,4BL,PM2A,20,B4,450,0.366,0.7065637065637065,-0.008334105066897959
PM2A_B5,4BL,PM2A,20,B5,450,0.565,0.9843205574912892,-0.0004428699120955011
PM2A_B6,4BL,PM2A,20,B6,450,0.464,0.9893390191897655,-0.0027085855414275294
PM2A_B7,4BL,PM2A,20,B7,450,0.551,1.039622641509434,-0.0004541327315994735
PM2A_B8,4BL,PM2A,20,B8,450,0.698,1.005763688760807,0.0007153080702580487
PM2A_B9,4BL,PM2A,20,B9,450,0.537,1.0,0.004612676978279152
PM2A_B10,4BL,PM2A,20,B10,450,0.528,1.0434782608695652,0.0037594693411351254
PM2A_B11,4BL,PM2A,20,B11,450,0.51,0.9980430528375733,0.0
PM2A_B12,4BL,PM2A,20,B12,450,0.848,1.1261620185922974,0.0017626394991666905
PM2A_C1,4BL,PM2A,20,C1,450,0.56,0.9688581314878895,0.0017793669422159334
PM2A_C2,4BL,PM2A,20,C2,450,0.601,1.0083892617449663,0.0016583808739084693
PM2A_C3,4BL,PM2A,20,C3,450,0.598,0.998330550918197,0.0012510451461439874
PM2A_C4,4BL,PM2A,20,C4,450,0.523,0.9886578449905482,0.0009541996316752028
PM2A_C5,4BL,PM2A,20,C5,450,0.521,0.9923809523809524,0.0019120552095642047
PM2A_C6,4BL,PM2A,20,C6,450,0.504,0.9921259842519685,0.0024679371197885228
PM2A_C7,4BL,PM2A,20,C7,450,0.605,1.023688663282572,0.0008250832571641749
PM2A_C8,4BL,PM2A,20,C8,450,0.551,1.0,0.00135746939859231
PM2A_C9,4BL,PM2A,20,C9,450,0.45,1.0022271714922049,0.0
PM2A_C10,4BL,PM2A,20,C10,450,0.513,1.0058823529411764,0.0004868550710989072
PM2A_C11,4BL,PM2A,20,C11,450,0.557,1.0072332730560578,0.0
PM2A_C12,4BL,PM2A,20,C12,450,0.583,1.0017182130584192,0.0
PM2A_D1,4BL,PM2A,20,D1,450,0.559,0.9893805309734515,0.0008928580918992949
PM2A_D2,4BL,PM2A,20,D2,450,0.668,1.0136570561456753,0.002235484343915303
PM2A_D3,4BL,PM2A,20,D3,450,0.591,0.9932773109243698,0.0008445953979067976
PM2A_D4,4BL,PM2A,20,D4,450,0.605,0.993431855500821,0.0016474524197638957
PM2A_D5,4BL,PM2A,20,D5,450,0.443,0.9910514541387024,0.0050281024467738675
PM2A_D6,4BL,PM2A,20,D6,450,0.574,1.0,0.00043516111944602955
PM2A_D7,4BL,PM2A,20,D7,450,0.499,1.0,0.0014985059850526066
PM2A_D8,4BL,PM2A,20,D8,450,0.581,1.005190311418685,0.0008591073746452743
PM2A_D9,4BL,PM2A,20,D9,450,1.016,1.1454340473506202,0.003178526923905596
PM2A_D10,4BL,PM2A,20,D10,450,0.497,1.0,0.000502512732006025
PM2A_D11,4BL,PM2A,20,D11,450,0.404,0.9829683698296838,0.003685570434300803
PM2A_D12,4BL,PM2A,20,D12,450,1.711,1.0227136879856544,-0.0022013643850862887
PM2A_E1,4BL,PM2A,20,E1,450,0.823,0.9951632406287787,-0.0009129651046927682
PM2A_E2,4BL,PM2A,20,E2,450,0.621,0.8896848137535817,0.0008038592134935982
PM2A_E3,4BL,PM2A,20,E3,450,0.226,0.9224489795918368,-0.0033408069530417852
PM2A_E4,4BL,PM2A,20,E4,450,0.255,1.0159362549800797,0.004854521464275379
PM2A_E5,4BL,PM2A,20,E5,450,0.412,0.9035087719298245,0.0
PM2A_E6,4BL,PM2A,20,E6,450,0.468,0.972972972972973,0.002656773143571548
PM2A_E7,4BL,PM2A,20,E7,450,0.552,0.9874776386404294,0.0009041601175471287
PM2A_E8,4BL,PM2A,20,E8,450,0.551,0.9945848375451264,0.0022583712744169565
PM2A_E9,4BL,PM2A,20,E9,450,0.703,1.0292825768667642,0.002828884498144005
PM2A_E10,4BL,PM2A,20,E10,450,0.402,0.943661971830986,-0.018718417243801397
PM2A_E11,4BL,PM2A,20,E11,450,0.337,0.962857142857143,0.0
PM2A_E12,4BL,PM2A,20,E12,450,0.543,0.9731182795698925,0.001834870622011437
