ID,strain,plate,time,well,wavelength,od,fold,rate
PM1_E1,13A,PM1,144,E1,750,0.287,0.9663299663299663,0.0004332794675374382
PM1_E2,13A,PM1,144,E2,750,0.436,1.3540372670807452,0.00131688914230546
PM1_E3,13A,PM1,144,E3,750,0.278,1.010909090909091,0.00044723148512952637
PM1_E4,13A,PM1,144,E4,750,0.194,0.9797979797979798,-0.0006493637923624298
PM1_E5,13A,PM1,144,E5,750,0.391,0.37309160305343514,0.00021258549516231466
PM1_E6,13A,PM1,144,E6,750,0.212,0.8907563025210085,-0.00019700588316441716
PM1_E7,13A,PM1,144,E7,750,0.297,1.0,0.00014005615427937197
PM1_E8,13A,PM1,144,E8,750,0.41,1.151685393258427,0.0004045339219567043
PM1_E9,13A,PM1,144,E9,750,0.403,1.028061224489796,0.00020627104832734186
PM1_E10,13A,PM1,144,E10,750,0.148,0.33408577878103835,-0.00028248695772411684
PM1_E11,13A,PM1,144,E11,750,0.322,1.00625,-0.0005208401151763122
PM1_E12,13A,PM1,144,E12,750,0.247,0.9762845849802372,-0.00016903336231726792
PM1_F1,13A,PM1,144,F1,750,0.228,0.8571428571428571,-0.004227894173535824
PM1_F2,13A,PM1,144,F2,750,0.351,1.1508196721311474,0.00023674306114295266
PM1_F3,13A,PM1,144,F3,750,0.418,1.066326530612245,-0.0017300002174244608
PM1_F4,13A,PM1,144,F4,750,0.278,1.0,0.0
PM1_F5,13A,PM1,144,F5,750,0.235,1.030701754385965,-0.0007153251509318888
PM1_F6,13A,PM1,144,F6,750,0.149,0.9197530864197531,-0.0008474868432134446
PM1_F7,13A,PM1,144,F7,750,0.665,1.048895899053628,-0.00031446690147429024
PM1_F8,13A,PM1,144,F8,750,0.251,0.7893081761006289,0.00016567284915164238
PM1_F9,13A,PM1,144,F9,750,0.417,1.1090425531914894,0.0005952482186448514
PM1_F10,13A,PM1,144,F10,750,0.325,0.3385416666666667,0.007274979612501848
PM1_F11,13A,PM1,144,F11,750,0.537,1.0783132530120483,0.0005396313477949159
PM1_F12,13A,PM1,144,F12,750,0.369,1.010958904109589,-0.00011307107798317804
PM1_G1,13A,PM1,144,G1,750,0.15,0.7692307692307692,-0.000841779471563311
PM1_G2,13A,PM1,144,G2,750,0.156,0.8813559322033899,-0.003917872902011519
PM1_G3,13A,PM1,144,G3,750,0.223,1.0182648401826484,0.00037202628101255824
PM1_G4,13A,PM1,144,G4,750,0.272,0.9714285714285714,0.0001529053703734334
PM1_G5,13A,PM1,144,G5,750,0.283,1.0520446096654275,-0.0005931298259113233
PM1_G6,13A,PM1,144,G6,750,0.156,0.5131578947368421,-0.0016341963813867244
PM1_G7,13A,PM1,144,G7,750,1.071,1.115625,-0.0001949777384149496
PM1_G8,13A,PM1,144,G8,750,0.381,0.9338235294117648,0.00010921806166142863
PM1_G9,13A,PM1,144,G9,750,0.244,1.0082644628099173,-0.0008626947234037986
PM1_G10,13A,PM1,144,G10,750,0.139,0.86875,0.0005952482186448514
