ID,strain,plate,time,well,wavelength,od,fold,rate
PM1_B11,ARW7G5Y1,PM1,28,B11,600,0.489,1.027310924369748,0.0012121805804996427
PM1_B12,ARW7G5Y1,PM1,28,B12,600,0.324,0.9759036144578314,-0.0001545596284836429
PM1_C1,ARW7G5Y1,PM1,28,C1,600,0.263,0.6743589743589744,-0.0017409882579614022
PM1_C2,ARW7G5Y1,PM1,28,C2,600,0.194,1.0718232044198897,-0.0026461200727171275
PM1_C3,ARW7G5Y1,PM1,28,C3,600,0.577,1.0845864661654134,0.002203746510954297
PM1_C4,ARW7G5Y1,PM1,28,C4,600,0.2,0.9389671361502349,-0.0015229603742354287
PM1_C5,ARW7G5Y1,PM1,28,C5,600,0.476,0.9734151329243353,-0.0008474779156886602
PM1_C6,ARW7G5Y1,PM1,28,C6,600,0.514,1.1346578366445916,0.0019086286752514905
PM1_C7,ARW7G5Y1,PM1,28,C7,600,0.439,1.1030150753768844,0.0014591383378529958
PM1_C8,ARW7G5Y1,PM1,28,C8,600,1.189,1.1206409048067862,0.0014505783190744749
PM1_C9,ARW7G5Y1,PM1,28,C9,600,0.689,1.1059390048154092,0.0017120074700318713
PM1_C10,ARW7G5Y1,PM1,28,C10,600,0.443,1.0302325581395348,0.0015556810424534517
PM1_C11,ARW7G5Y1,PM1,28,C11,600,0.425,1.0598503740648377,0.0017342778993945055
PM1_C12,ARW7G5Y1,PM1,28,C12,600,0.446,0.9737991266375545,0.0003351967861095067
PM1_D1,ARW7G5Y1,PM1,28,D1,600,0.442,1.0137614678899083,0.00022573401772633066
PM1_D2,ARW7G5Y1,PM1,28,D2,600,0.273,0.7299465240641712,-0.0007380207791560343
PM1_D3,ARW7G5Y1,PM1,28,D3,600,0.354,0.9971830985915493,-0.0011429069038025104
PM1_D4,ARW7G5Y1,PM1,28,D4,600,0.485,1.0475161987041035,-0.0003102388443441435
PM1_D5,ARW7G5Y1,PM1,28,D5,600,0.434,0.8645418326693227,0.00034443304975926577
PM1_D6,ARW7G5Y1,PM1,28,D6,600,0.237,0.9518072289156626,-0.0008510843784715263
PM1_D7,ARW7G5Y1,PM1,28,D7,600,0.296,1.0802919708029195,-0.0001692048992120284
PM1_D8,ARW7G5Y1,PM1,28,D8,600,0.533,1.041015625,0.000744892734031848
PM1_D9,ARW7G5Y1,PM1,28,D9,600,0.673,1.0837359098228665,0.0010294481288810732
PM1_D10,ARW7G5Y1,PM1,28,D10,600,0.693,1.0811232449297972,-0.0002169200799299065
PM1_D11,ARW7G5Y1,PM1,28,D11,600,0.703,1.0508221225710013,0.00035436009415274155
PM1_D12,ARW7G5Y1,PM1,28,D12,600,0.474,0.9978947368421053,0.00010537411697823997
PM1_E1,ARW7G5Y1,PM1,28,E1,600,0.402,0.9733656174334141,0.0015913215805838574
PM1_E2,ARW7G5Y1,PM1,28,E2,600,0.468,1.0934579439252337,0.002398791593843684
PM1_E3,ARW7G5Y1,PM1,28,E3,600,0.37,1.0306406685236769,-0.0002710033734669628
PM1_E4,ARW7G5Y1,PM1,28,E4,600,0.278,1.0072463768115942,0.0005366777821554316
PM1_E5,ARW7G5Y1,PM1,28,E5,600,0.571,0.9406919275123558,0.0
PM1_E6,ARW7G5Y1,PM1,28,E6,600,0.328,0.9939393939393939,0.000606068026617241
PM1_E7,ARW7G5Y1,PM1,28,E7,600,0.345,0.9942363112391931,0.00043290313715572655
PM1_E8,ARW7G5Y1,PM1,28,E8,600,0.569,1.0595903165735567,0.0009573834707067037
PM1_E9,ARW7G5Y1,PM1,28,E9,600,0.425,1.0290556900726393,-0.0002358494939069455
PM1_E10,ARW7G5Y1,PM1,28,E10,600,0.518,1.033932135728543,0.0010506594799408195
PM1_E11,ARW7G5Y1,PM1,28,E11,600,0.399,0.9755501222493889,-0.0003773602817691483
PM1_E12,ARW7G5Y1,PM1,28,E12,600,0.232,0.9206349206349207,0.002521542681344595
PM1_F1,ARW7G5Y1,PM1,28,F1,600,0.203,0.9575471698113208,-0.0012469474173626032
PM1_F2,ARW7G5Y1,PM1,28,F2,600,0.427,1.049140049140049,0.0012717448573910802
PM1_F3,ARW7G5Y1,PM1,28,F3,600,0.52,1.0256410256410258,0.0016084641466695877
PM1_F4,ARW7G5Y1,PM1,28,F4,600,0.372,0.9662337662337662,0.0004016085848632126
PM1_F5,ARW7G5Y1,PM1,28,F5,600,0.32,0.9815950920245399,0.0
PM1_F6,ARW7G5Y1,PM1,28,F6,600,0.203,0.8982300884955753,-0.0012469474173626032
